"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
11,"MWS-126-2","Proposal","Soil and Water Conservation","Table 5.4: Details of Reported landslides in MWS-126-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_4.csv",""
12,"MWS-126-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.5: Details of minor tanks available in MWS-126-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_5.csv",""
13,"MWS-126-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.6: Details Salient features of minor tanks in MWS-126-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_6.csv",""
14,"MWS-126-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.7: Estimate for rehabilitation of Oruthota Thenna Wewa in Doluwa GND (1155)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_7.csv",""
15,"MWS-126-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.8: Estimate for rehabilitation of   Nawa Gurukele Wewa in Nawa Gurukele GND (1139)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_8.csv",""
16,"MWS-126-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.9: Estimate for rehabilitation of  Anga Wewa in  Gampolawaththa GND (1150)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_9.csv",""
17,"MWS-126-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.10: Estimate for rehabilitation of  Wickramabahu Tank in   Naranwita GND (1149)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_10.csv",""
18,"MWS-126-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.11: Estimate for rehabilitation of   Pussethenna Wewa in Orayanwaththa GND (1154)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_11.csv",""
19,"MWS-126-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.12: Estimate for rehabilitation of  Kande Wewa in Godawela GND (1156)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_12.csv",""
20,"MWS-126-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.13: Estimate for rehabilitation of  Siyambalagaha Mula Wewa in Godawela GND (1156)","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_13.csv",""
21,"MWS-126-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.14: Summary of cost of rehabilitation of tanks located in MWS-126-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_14.csv",""
22,"MWS-126-2","Proposal","Restoration of Existing or Identification of New Minor Tanks","Table 5.15: Implementation schedule of nine tanks in MWS-126-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_15.csv",""
23,"MWS-126-2","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.16: Cost estimate of domestic water source protection-related proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_16.csv",""
24,"MWS-126-2","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.17: Cost estimate of domestic water supply protection-related proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_17.csv",""
25,"MWS-126-2","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.18: Cost estimate of minor irrigation related proposals with locations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_18.csv",""
26,"MWS-126-2","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.19: Time frame for implementing domestic water and water source protection","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_19.csv",""
27,"MWS-126-2","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.20: Time frame for implementation of minor irrigation proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_20.csv",""
28,"MWS-126-2","Proposal","Water Quality Improvement","Table 5.21: Key activities proposed for water quality improvement in MWS-126-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_21.csv",""
29,"MWS-126-2","Proposal","Conservation of Stream Reservations","Table 5.22: Brief description of legal provisions","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_22.csv",""
30,"MWS-126-2","Proposal","Conservation of Stream Reservations","Table 5.23: Cost estimate of stream protection related proposals with locations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_23.csv",""
31,"MWS-126-2","Proposal","Conservation of Stream Reservations","Table 5.24: Time frame for implementing stream reservation activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_24.csv",""
32,"MWS-126-2","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.25: Packaging and transport of agricultural produce","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_25.csv",""
33,"MWS-126-2","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.26: Potential for tourism development and promotion in the area","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_26.csv",""
34,"MWS-126-2","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.27: Cost estimates and Time frame","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_27.csv",""
35,"MWS-126-2","Proposal","Forest Management","Table 5.28: Vegetation types in the MWS-126-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_28.csv",""
36,"MWS-126-2","Proposal","Forest Management","Table 5.29: Dominant species found in the natural vegetation in Upper Mahaweli Watershed","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_29.csv",""
37,"MWS-126-2","Proposal","Forest Management","Table 5.30: Some characteristic species recorded in MWS-126-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_30.csv",""
38,"MWS-126-2","Proposal","Forest Management","Table 5.31: Suitable species for restoration and home garden enrichment","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_31.csv",""
39,"MWS-126-2","Proposal","Forest Management","Table 5.32: Stakeholder involvement in the MWS-126-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_32.csv",""
40,"MWS-126-2","Proposal","Forest Management","Table 5.33: Log frame for forest management in the mini watershed","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_33.csv",""
41,"MWS-126-2","Proposal","Forest Management","Table 5.34: Proposed interventions MWS-126-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_5_34.csv",""
42,"MWS-126-2","Proposal","Tea Land Management","Table 5: Key stakeholders of Tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_Table 5: Key stakeholders of Tea lands.csv",""
43,"MWS-126-2","Proposal","Tea Land Management","Table 5: Estimated cost to be incurred for planting one hectare of tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_Table 5: Estimated cost to be incurred for planting one hectare of tea lands.csv",""
44,"MWS-126-2","Proposal","Tea Land Management","Table 5: Three-year plan MWS-126-2","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_Table 5: Three-year plan MWS-126-2.csv",""
45,"MWS-126-2","Proposal","Tea Land Management","Table 5:  Total estimated cost of production for the three-year period","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_Table 5:  Total estimated cost of production for the three-year period.csv",""
46,"MWS-126-2","Proposal","Livelihood Development","Table 5:  Livelihood challenges and community expectations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_Table 5:  Livelihood challenges and community expectations.csv",""
47,"MWS-126-2","Proposal","Livelihood Development","Table 5:  Crop suitability","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_Table 5:  Crop suitability.csv",""
48,"MWS-126-2","Proposal","Livelihood Development","Table 5:  Current situation of major export crops","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_Table 5:  Current situation of major export crops.csv",""
49,"MWS-126-2","Proposal","Livelihood Development","Table 5: Potential value-added production","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_Table 5: Potential value-added production.csv",""
50,"MWS-126-2","Proposal","Livelihood Development","Table 5: Risk mitigation plans providers","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_Table 5: Risk mitigation plans providers.csv",""
51,"MWS-126-2","Proposal","Livelihood Development","Table 5: Cost estimates","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_Table 5: Cost estimates.csv",""
52,"MWS-126-2","Proposal","Livelihood Development","Table 5: Timeframe for the implementation","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_Table 5: Timeframe for the implementation.csv",""
53,"MWS-126-2","Proposal","Training and Capacity Development","Table 5: Contents of the agriculture productivity improvement training","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_Table 5: Contents of the agriculture productivity improvement training.csv",""
54,"MWS-126-2","Proposal","Training and Capacity Development","Table 5: Recommended training programs for Livelihood development and marketing","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_Table 5: Recommended training programs for Livelihood development and marketing.csv",""
55,"MWS-126-2","Proposal","Training and Capacity Development","Table 5: Expenditure Estimate for training programs","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_126_2/Table_Table 5: Expenditure Estimate for training programs.csv",""
