"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
29,"MWS-039","Proposal","Forest Management","Table 6.22: Forest reserves and their protection status in MWS-039","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_22.csv",""
30,"MWS-039","Proposal","Forest Management","Table 6.23: Forest Plantation in the MWS-039","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_23.csv",""
31,"MWS-039","Proposal","Forest Management","Table 6.24: Causes of forest fires in the MWS-039","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_24.csv",""
32,"MWS-039","Proposal","Forest Management","Table 6.25: Suitable species for restoration and home garden enrichment","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_25.csv",""
33,"MWS-039","Proposal","Forest Management","Table 6.26: Stakeholder involvement in the MWS-039","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_26.csv",""
34,"MWS-039","Proposal","Forest Management","Table 6.27: Log frame for forest management in the mini watershed","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_27.csv",""
35,"MWS-039","Proposal","Forest Management","Table 6.28: Proposed interventions MWS-039","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_28.csv",""
36,"MWS-039","Proposal","Tea Land Management","Table 6.29: Key stakeholders of Tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_29.csv",""
37,"MWS-039","Proposal","Tea Land Management","Table 6.30: Estimated cost to be incurred for planting one hectare of tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_30.csv",""
38,"MWS-039","Proposal","Tea Land Management","Table 6.31: Three year plan MWS-039","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_31.csv",""
39,"MWS-039","Proposal","Tea Land Management","Table 6.32: Total estimated cost of production for the three-year period","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_32.csv",""
40,"MWS-039","Proposal","Livelihood Development","Table 6.33: Livelihood challenges and community expectations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_33.csv",""
41,"MWS-039","Proposal","Livelihood Development","Table 6.34: Crop suitability","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_34.csv",""
42,"MWS-039","Proposal","Livelihood Development","Table 6.35: Current situation of major export crops","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_35.csv",""
43,"MWS-039","Proposal","Livelihood Development","Table 6.36: Potential value-added production","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_36.csv",""
44,"MWS-039","Proposal","Livelihood Development","Table 6.37: Risk mitigation plans providers","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_37.csv",""
45,"MWS-039","Proposal","Livelihood Development","Table 6.38: Cost estimation of livelihood development activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_38.csv",""
46,"MWS-039","Proposal","Livelihood Development","Table 6.39: Timeframe for the implementation","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_39.csv",""
47,"MWS-039","Proposal","Training and Capacity Development","Table 6.40: Contents of the agriculture productivity improvement training","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_40.csv",""
48,"MWS-039","Proposal","Training and Capacity Development","Table 6.41: Recommended training programs for Livelihood development and marketing","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_41.csv",""
49,"MWS-039","Proposal","Training and Capacity Development","Table 6.42: Expenditure Estimate for training programs","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_039/Table_6_42.csv",""
