"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
38,"MWS-032","Proposal","Forest Management","Table 5.31: Suitable species for restoration and home garden enrichment","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_31.csv",""
39,"MWS-032","Proposal","Forest Management","Table 5.32: Stakeholder involvement in the MWS-032","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_32.csv",""
40,"MWS-032","Proposal","Forest Management","Table 5.33: Log frame for forest management in the mini watershed","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_33.csv",""
41,"MWS-032","Proposal","Forest Management","Table 5.34: Proposed interventions MWS-032","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_34.csv",""
42,"MWS-032","Proposal","Tea Land Management","Table 5.35: Key stakeholders of Tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_35.csv",""
43,"MWS-032","Proposal","Tea Land Management","Table 5.36: Estimated cost to be incurred for planting one hectare of tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_36.csv",""
44,"MWS-032","Proposal","Tea Land Management","Table 5.37: Three year plan MWS-032","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_37.csv",""
45,"MWS-032","Proposal","Tea Land Management","Table 5.38: Total estimated cost of production for the three-year period","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_38.csv",""
46,"MWS-032","Proposal","Livelihood Development","Table 5.39: Livelihood challenges and community expectations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_39.csv",""
47,"MWS-032","Proposal","Livelihood Development","Table 5.40: Crop suitability","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_40.csv",""
48,"MWS-032","Proposal","Livelihood Development","Table 5.41: Current situation of major export crops","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_41.csv",""
49,"MWS-032","Proposal","Livelihood Development","Table 5.42: Potential value-added production","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_42.csv",""
50,"MWS-032","Proposal","Livelihood Development","Table 5.43: Risk mitigation plans providers","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_43.csv",""
51,"MWS-032","Proposal","Livelihood Development","Table 5.44: Cost estimation of livelihood development activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_44.csv",""
52,"MWS-032","Proposal","Livelihood Development","Table 5.45: Timeframe for the implementation","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_45.csv",""
53,"MWS-032","Proposal","Training and Capacity Development","Table 5.46: Contents of the agriculture productivity improvement training","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_46.csv",""
54,"MWS-032","Proposal","Training and Capacity Development","Table 5.47: Recommended training programs for Livelihood development and marketing","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_47.csv",""
55,"MWS-032","Proposal","Training and Capacity Development","Table 5.48: Expenditure Estimate for training programs","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_032/Table_5_48.csv",""
