"ID","MWS","Group","Database","Layer","Name","Provider","Level","Geocode","Type","Discription","Download","geojson","Year","Title","Abstract","Data.Type","Keywords","Geographic.Extent","Scale","Temporal.Coverage","Publication.Date","Version","Data.Provider","Contact.Name","Email.Address","Phone.Number","Address","Data.Source","Accuracy","Limitations","Resolution","Coordinate.System","Datum","Vertical.Datum","Access.Constraints","Use.Constraints","Data.Format","File.Size","Download.Link","Process.Steps","Metadata.Creator","Metadata.Date","Metadata.Standard","Related.Publications","Supplementary.Info"
11,"UMW","Raster","Topography","DEM",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/Elevation.png",2024,"","","","DEM, Topography","North: 552444.783520 m, South: 474066.163889 m, East: 527406.707348 m, West: 464934.673482 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
12,"UMW","Raster","Topography","Slope",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/slope.png",2024,"","","","Slope, Topography","North: 552444.783520 m, South: 474066.163889 m, East: 527406.707348 m, West: 464934.673482 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
13,"MWS-068","Base","Soil","Soil type",NA,"NRMC","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/05_SOL/SOIL_SLT/SOIL_SLT_MWS_068.geojson",2010,"Distribution of different soil types","Dataset represents distribution of different soil classes within the Upper Mahaweli Watershed","Vector","Soil, Sri Lanka","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","1:10000",2010,2010,"Version 1.0","Natural Resource Management Center",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
14,"MWS-068","Base","Soil","Agro-ecological zone",NA,"NRMC","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/10_MET/Agro_Eco_Zone/Agro_Eco_Zone_MWS_068.geojson",2010,"Agro-ecological zones","Dataset represents Agro-ecological zones within the Upper Mahaweli Watershed","Vector","Agro-ecological zones, Sri Lanka","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","1:10000",2010,2010,"Version 1.0","Natural Resource Management Center",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
15,"MWS-068","Base","Risk and Hazard","Landslide hazard zone",NA,"NBRO","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/11_HZR/HZR/ED_11_HZR_MWS_068.geojson",2020,"Lanslide Hazard Zones","Dataset represents Landslide Hazard zones within the Upper Mahaweli Watershed","Vector","Landslides, Sri Lanka","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",2020,2020,"","National Building Research Organization",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
16,"MWS-068","Base","Risk and Hazard","Flood",NA,"DMC","Raw","Yes","Vector",NA,"",NA,NA,"Flood Hazard Zones ","Dataset represents Flood Hazard zones within the Upper Mahaweli Watershed","Vector","Floods, Sri Lanka","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","Department of Motor Traffic Control",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
17,"MWS-068","Raster","Risk and Hazard","Forest Fire",NA,"IWMI-IWWRMP","Derive","Yes","Vector",NA,"",NA,2024,"Forest Fire Hazard zones","Dataset represents Forest fire Hazard zones within the Upper Mahaweli Watershed","Vector","Forest fires, Sri Lanka","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",2024,2024,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
18,"UMW","Raster","Risk and Hazard","Soil erosion hazard",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","",NA,"Soil Erosion Hazard","Dataset represents Soil erosion Hazard zones within the Upper Mahaweli Watershed","Raster","Soil erosion, Sri Lanka","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
19,"UMW","Raster","Location ","Building dencity ",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","",NA,"Buiding Density","Dataset represents Building Density within the Upper Mahaweli Watershed","Raster","Building density, Sri Lanka","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
20,"MWS-068","Base","Demography","Population",NA,"RP","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/07_SED/SED_PPL/SED_PPL_MWS_068.geojson",2023,"Population statistics","Dataset represents Population statistics within the Upper Mahaweli Watershed","Vector","Population, Demography, Sri Lanka","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",2023,2023,"","Department of Census and Statistics",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
21,"MWS-068","Base","Hydrology","Stream network",NA,"IWMI-IWWRMP","Derive","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/02_HYD/HYD_DRN/HYD_DRN_MWS_068.geojson",2024,"Stream Network","Dataset represents Stream network within the Upper Mahaweli Watershed","Vector","Streams, Sri Lanka","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",2024,2024,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
22,"MWS-068","Base","Hydrology","Mini watershed",NA,"IWMI-IWWRMP","Derive","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/UMW/MWS_Boundary_Updated_UMC_Names.geojson",2024,"Derived Mini Watersheds","Dataset represents Watersheds derived for the Upper Mahaweli Watershed","Vector","Watersheds, Sri Lanka","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",2024,2024,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
23,"MWS-068","Base","Location ","Building",NA,"SD","Raw","Yes","Vector",NA,"google drive","",NA,"Buildings and Builtup area","Dataset represents Building locations within the Upper Mahaweli Watershed","Vector","Building density, Sri Lanka","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","Survey Department of Sri Lanka",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
24,"MWS-068","Base","Water features","Water features-point",NA,"SD","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/02_HYD/Hydro_Pt/HY_Hydro_Pt_MWS_068.geojson",NA,"Water features - point","Dataset represents point water features within the Upper Mahaweli Watershed","Vector","Water features","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","Survey Department of Sri Lanka",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
25,"MWS-068","Base","Water features","Water features-line",NA,"SD","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/02_HYD/Hydro_Li/HY_Hydro_Li_MWS_068.geojson",NA,"Water features - line","Dataset represents linear water features within the Upper Mahaweli Watershed","Vector","Water features","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","Survey Department of Sri Lanka",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
26,"MWS-068","Base","Water features","Water features-polygon",NA,"SD","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/02_HYD/Hydro_Pg/HY_Hydro_Pg_MWS_068.geojson",NA,"Water features - polygon","Dataset represents area water features within the Upper Mahaweli Watershed","Vector","Water features","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","Survey Department of Sri Lanka",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
27,"MWS-068","Base","Transpotation","Road",NA,"SD","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/08_TRP/TR_Transport/TR_Transport_Li_MWS_068.geojson",NA,"Transportation network","Dataset represents road network within the Upper Mahaweli Watershed","Vector","Roads, Transportation","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","Survey Department of Sri Lanka",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
28,"MWS-068","Base","Location ","Places",NA,"SD","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/09_PLC/CA_Toponym/CA_Toponym_Pt_MWS_068.geojson",NA,"Major places","Dataset represents towns, villages, junctions and other major locations within the Upper Mahaweli Watershed","Vector","Places","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","Survey Department of Sri Lanka",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
29,"MWS-068","Proposal","Soil and Water Conservation","Soil and water conservation",NA,"IWMI-IWWRMP","Field","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_068/Table 6_1.geojson",2024,"Soil and Water Conservation","Dataset represents Soil and Water Conservation within the Upper Mahaweli Watershed","Vector","Soil and Water conservation","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",2024,2024,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
30,"MWS-068","Proposal","Water Resource Management","Domestic water supply and water source protection",NA,"IWMI-IWWRMP","Field","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_068/Table 6_12.geojson",2024,"Domestic Water Supply","Dataset represents Domestic water supply within the Upper Mahaweli Watershed","Vector","Domestic water","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",2024,2024,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
31,"MWS-068","Proposal","Water Resource Management","Minor irrigation related proposals",NA,"IWMI-IWWRMP","Field","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_068/Table 6_13.geojson",2024,"Minor Irrigation","Dataset represents minor irrigation within the Upper Mahaweli Watershed","Vector","Minor irrigation","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",2024,2024,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
32,"MWS-068","Proposal","Water Quality Improvement","Water quality improvement",NA,"IWMI-IWWRMP","Field","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_068/Table 6_14.geojson",2024,"Water Quality","Dataset represents Water quality within the Upper Mahaweli Watershed","Vector","Water quality","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",2024,2024,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
33,"MWS-068","Proposal","Stream Reservation","Stream Reservation",NA,"IWMI-IWWRMP","Field","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_068/Table 6_18.geojson",2024,"Stream Reservation","Dataset represents Stream reservation within the Upper Mahaweli Watershed","Vector","Streams, Reservation","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",2024,2024,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
34,"MWS-068","Proposal","Soil and Water Conservation","Lanslides",NA,"IWMI-IWWRMP","Field","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_068/Table 6_2.geojson",2024,"Landslides","Dataset represents Landslide occurences within the Upper Mahaweli Watershed","Vector","Landslides, Sri Lanka","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",2024,2024,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
35,"MWS-068","Proposal","Minor Tanks Restoration","Minor tanks",NA,"IWMI-IWWRMP","Field","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_068/Table 6_3.geojson",2024,"Minor tanks","Dataset represents Minor tank locations within the Upper Mahaweli Watershed","Vector","Minor tanks, Sri Lanka","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",2024,2024,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
36,"MWS-068","Proposal","Product and Entrepreneurships Developments","Pecoe Trail",NA,"","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/UMW/PekoeTrail_Li.geojson",2024,"Pekoe trail","Dataset represents the pekoe trail -  A major walking trail through the central highlands and nearby major locations within the Upper Mahaweli Watershed","Vector","Tourism","","",2024,2024,"","",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
37,"MWS-068","Proposal","Product and Entrepreneurships Developments","Tourist attract places",NA,"IWMI-IWWRMP","Field","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/UMW/Tourism_Places.geojson",2024,"Major Tourist attractions","Dataset represents tourist attractions within the Upper Mahaweli Watershed","Vector","Tourism","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",2024,2024,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
38,"MWS-068","Proposal","Product and Entrepreneurships Developments","Economic hubs",NA,"IWMI-IWWRMP","Field","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/UMW/Economic_Hubs.geojson",2024,"Proposed Economic hubs","Dataset represents locations of possible economic hubs within the Upper Mahaweli Watershed","Vector","Economy","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",2024,2024,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
39,"UMW","Environmental Indicators","Station","Rainfall",NA,"MD","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/10_MET/RF_St/MET_RF_St.geojson",NA,"Rainfall - Raw data","Dataset represents rainfall data for each station within the Upper Mahaweli Watershed","Vector","Meteorological Stations","","",2022,2023,"Version 1.0","Department of Meteorology",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
