ID,MWS,Group,Database,Layer,Name,Provider,Level,Geocode,Type,Discription,Download,geojson,Year,Title,Abstract,Data.Type,Keywords,Geographic.Extent,Scale,Temporal.Coverage,Publication.Date,Version,Data.Provider,Contact.Name,Email.Address,Phone.Number,Address,Data.Source,Accuracy,Limitations,Resolution,Coordinate.System,Datum,Vertical.Datum,Access.Constraints,Use.Constraints,Data.Format,File.Size,Download.Link,Process.Steps,Metadata.Creator,Metadata.Date,Metadata.Standard,Related.Publications,Supplementary.Info
27,MWS-006-1,Base,Transpotation,Road,,SD,Raw,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/08_TRP/TR_Transport/TR_Transport_Li_MWS_006_1.geojson,,Transportation network,Dataset represents road network within the Upper Mahaweli Watershed,Vector,Roads, Transportation,North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m,,,,,Survey Department of Sri Lanka,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,
28,MWS-006-1,Base,Location ,Places,,SD,Raw,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/09_PLC/CA_Toponym/CA_Toponym_Pt_MWS_006_1.geojson,,Major places,Dataset represents towns, villages, junctions and other major locations within the Upper Mahaweli Watershed,Vector,Places,North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m,,,,,Survey Department of Sri Lanka,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,
29,MWS-006-1,Proposal,Soil and Water Conservation,Soil and water conservation - ON Site,,IWMI-IWWRMP,Field,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_006_1/SWC_ON.geojson,2024,Soil and Water Conservation,Dataset represents Soil and Water Conservation within the Upper Mahaweli Watershed,Vector,Soil and Water conservation,North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m,,2024,2024,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,
30,MWS-006-1,Proposal,Soil and Water Conservation,Soil and water conservation - OFF Site,,IWMI-IWWRMP,Field,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_006_1/SWC_OFF.geojson,2024,Soil and Water Conservation,Dataset represents Soil and Water Conservation within the Upper Mahaweli Watershed,Vector,Soil and Water conservation,North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m,,2024,2024,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,
31,MWS-006-1,Proposal,Water Resource Management,Water source protection,,IWMI-IWWRMP,Field,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_006_1/WSP.geojson,2024,Water source protection,Dataset represents Domestic water supply within the Upper Mahaweli Watershed,Vector,Water source protection,North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m,,2024,2024,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,
32,MWS-006-1,Proposal,Water Resource Management,Domestic water supply,,IWMI-IWWRMP,Field,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_006_1/DWS.geojson,2024,Domestic Water Supply,Dataset represents Domestic water supply within the Upper Mahaweli Watershed,Vector,Domestic water supply,North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m,,2024,2024,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,
33,MWS-006-1,Proposal,Water Resource Management,Minor irrigation related proposals,,IWMI-IWWRMP,Field,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_006_1/MI.geojson,2024,Minor Irrigation,Dataset represents minor irrigation within the Upper Mahaweli Watershed,Vector,Minor irrigation,North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m,,2024,2024,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,
34,MWS-006-1,Proposal,Water Quality Improvement,Water quality improvement,,IWMI-IWWRMP,Field,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_006_1/WP.geojson,2024,Water Quality,Dataset represents Water quality within the Upper Mahaweli Watershed,Vector,Water quality,North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m,,2024,2024,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,
35,MWS-006-1,Proposal,Stream Reservation,Stream Reservation,,IWMI-IWWRMP,Field,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_006_1/SR.geojson,2024,Stream Reservation,Dataset represents Stream reservation within the Upper Mahaweli Watershed,Vector,Streams, Reservation,North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m,,2024,2024,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,
36,MWS-006-1,Proposal,Soil and Water Conservation,Lanslides,,IWMI-IWWRMP,Field,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_006_1/Landslides.geojson,2024,Landslides,Dataset represents Landslide occurences within the Upper Mahaweli Watershed,Vector,Landslides, Sri Lanka,North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m,,2024,2024,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,
37,MWS-006-1,Proposal,Minor Tanks Restoration,Minor tanks,,IWMI-IWWRMP,Field,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/MWS_006_1/MT.geojson,2024,Minor tanks,Dataset represents Minor tank locations within the Upper Mahaweli Watershed,Vector,Minor tanks, Sri Lanka,North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m,,2024,2024,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,
38,MWS-006-1,Proposal,Product and Entrepreneurships Developments,Pecoe Trail,,,Raw,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/UMW/PekoeTrail_Li.geojson,2024,Pekoe trail,Dataset represents the pekoe trail -  A major walking trail through the central highlands and nearby major locations within the Upper Mahaweli Watershed,Vector,Tourism,,,2024,2024,,,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,,,,
39,MWS-006-1,Proposal,Product and Entrepreneurships Developments,Tourist attract places,,IWMI-IWWRMP,Field,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/UMW/Tourism_Places.geojson,2024,Major Tourist attractions,Dataset represents tourist attractions within the Upper Mahaweli Watershed,Vector,Tourism,North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m,,2024,2024,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,
40,MWS-006-1,Proposal,Product and Entrepreneurships Developments,Economic hubs,,IWMI-IWWRMP,Field,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/100_PRP/UMW/Economic_Hubs.geojson,2024,Proposed Economic hubs,Dataset represents locations of possible economic hubs within the Upper Mahaweli Watershed,Vector,Economy,North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m,,2024,2024,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,
41,UMW,Environmental Indicators,Station,Rainfall,,MD,Raw,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/10_MET/RF_St/MET_RF_St.geojson,,Rainfall - Raw data,Dataset represents rainfall data for each station within the Upper Mahaweli Watershed,Vector,Meteorological Stations,,,2022,2023,Version 1.0,Department of Meteorology,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,,,,
42,UMW,Environmental Indicators,Station,Temperature,,MD,Raw,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/10_MET/Temp/MET_Temp_St.geojson,,Temperature - Raw data,Dataset represents temperature data for each station within the Upper Mahaweli Watershed,Vector,Meteorological Stations,,,2022,2023,Version 1.0,Department of Meteorology,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,,,,
43,UMW,Environmental Indicators,Station,Evaporation,,MD,Raw,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/10_MET/EV_St/MET_EV_St.geojson,,Evaporation - Raw data,Dataset represents evaporation data for each station within the Upper Mahaweli Watershed,Vector,Meteorological Stations,,,2022,2023,Version 1.0,Department of Meteorology,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,,,,
44,UMW,Environmental Indicators,Station,Water Quality -CEA,,CEA,Raw,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/12_WQ/CEA_pH.geojson,,Water Quality - Raw data,Dataset representswater quality data for several locations within the Upper Mahaweli Watershed,Vector,Meteorological Stations,,,2022,2023,Version 1.0,Central Environment Authority,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,,,,
45,UMW,Environmental Indicators,Station,Water Quality - MASL,,MASL,Raw,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/12_WQ/MASL_pH.geojson,,Water Quality - Raw data,Dataset representswater quality data for several locations within the Upper Mahaweli Watershed,Vector,Meteorological Stations,,,2022,2023,Version 1.0,Mahaweli Authority of Sri Lanka,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,,,,
46,UMW,Environmental Indicators,Station,Water Quality - NWSDB,,NWSDB,Raw,Yes,Vector,,,https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/12_WQ/NWSDB_pH.geojson,,Water Quality - Raw data,Dataset representswater quality data for several locations within the Upper Mahaweli Watershed,Vector,Meteorological Stations,,,2022,2023,Version 1.0,National Water Supply and Drainage Board,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Shapefile,,,,,,,,
