"ID","MWS","Group","Database","Layer","Name","provider","Level","Geocode","Type","Description","geojson","Year"
11,"MWS-007-1","Proposal","Soil and Water Conservation","Table 5.4: Details of Reported landslides in MWS-007-1","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_4.csv",""
12,"MWS-007-1","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.5: Estimate of domestic water supply-related activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_5.csv",""
13,"MWS-007-1","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.6: Estimate of water source protection-related activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_6.csv",""
14,"MWS-007-1","Proposal","Water Resource Management for Drinking Water Supply and Irrigation","Table 5.7: Cost estimate of minor irrigation-related proposals with locations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_7.csv",""
15,"MWS-007-1","Proposal","Water Quality Improvement","Table 5.8: Key activities proposed for water quality improvement in MWS-007-1","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_8.csv",""
16,"MWS-007-1","Proposal","Conservation of Stream Reservations","Table 5.9: Stream bank protection proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_9.csv",""
17,"MWS-007-1","Proposal","Conservation of Stream Reservations","Table 5.10: Brief description of legal provisions","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_10.csv",""
18,"MWS-007-1","Proposal","Conservation of Stream Reservations","Table 5.11: Total Cost Estimate for Stream Reservation Proposals","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_11.csv",""
19,"MWS-007-1","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.12: Packaging and transport of agricultural produce","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_12.csv",""
20,"MWS-007-1","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.13: Potential for tourism development and promotion in the area","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_13.csv",""
21,"MWS-007-1","Proposal","Product and Entrepreneurship Development with Marketing Support and Tourism Development","Table 5.14: Cost estimates and Time frame","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_14.csv",""
22,"MWS-007-1","Proposal","Forest Management","Table 5.15: Key stakeholders of Forest lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_15.csv",""
23,"MWS-007-1","Proposal","Forest Management","Table 5.16: Forest lands in MWS-007-1","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_16.csv",""
24,"MWS-007-1","Proposal","Forest Management","Table 5.17: Vegetation cover vs population in MWS-007-1","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_17.csv",""
25,"MWS-007-1","Proposal","Forest Management","Table 5.18: Proposed interventions MWS-007-1 of the Pathahewaheta Divisional Secretariat","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_18.csv",""
26,"MWS-007-1","Proposal","Tea Land Management","Table 5.19: Key stakeholders of Tea lands","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_19.csv",""
27,"MWS-007-1","Proposal","Livelihood Development","Table 5.20: Livelihood challenges and community expectations","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_20.csv",""
28,"MWS-007-1","Proposal","Livelihood Development","Table 5.21: Crop suitability","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_21.csv",""
29,"MWS-007-1","Proposal","Livelihood Development","Table 5.22:Total annual production of export agricultural products","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_22.csv",""
30,"MWS-007-1","Proposal","Livelihood Development","Table 5.23: Potential value-added production","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_23.csv",""
31,"MWS-007-1","Proposal","Livelihood Development","Table 5.24: Insurance service providers","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_24.csv",""
32,"MWS-007-1","Proposal","Livelihood Development","Table 5.25: Cost estimation of livelihood development activities","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_25.csv",""
33,"MWS-007-1","Proposal","Livelihood Development","Table 5.26: Timeframe for the implementation","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_26.csv",""
34,"MWS-007-1","Proposal","Training and Capacity Development","Table 5.27: Contents of the agriculture productivity improvement training","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_27.csv",""
35,"MWS-007-1","Proposal","Training and Capacity Development","Table 5.28: Recommended training programs for Livelihood development and marketing","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_28.csv",""
36,"MWS-007-1","Proposal","Training and Capacity Development","Table 5.29: Expenditure Estimate for training programs","","","","","","","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Proposal/MWS_007_1/Table_5_29.csv",""
